left_norm,right_norm,charsim,wordsim,ratio,partialratio,tokensort,tokenset,levenstein,jaro_winkler,first_letter_jaccard,combined_len,len_ratio,dc_reg_eq,openai_pred
american vapor manufacturers assn,texas assn of manufacturers,0.6283389362695444,0.5176412311128259,0.6333333333333333,0.7037037037037037,0.6666666666666667,0.8,0.48484848484848486,0.6777296777296776,0.4,4.0943445622221,0.8181818181818182,3.075749126717863e-05,0.050000000000000044
aldea-the people’s justice ctr,people’s justice council,0.6489028822302805,0.5286529780201071,0.6666666666666667,0.8181818181818181,0.6666666666666667,0.8,0.4666666666666667,0.6679824561403508,0.75,3.9889840465642745,0.8,1.1388763626323304e-05,0.4
family farm action alliance,family policy alliance,0.5143864871021704,0.5229642353526562,0.6938775510204082,0.6666666666666667,0.653061224489796,0.8108108108108109,0.6296296296296297,0.8713627503101188,0.6666666666666666,3.8918202981106265,0.8148148148148148,5.7920274463635275e-06,0.15000000000000002
mastercard,mastercard intl incorporated,0.5858073421644151,0.6744188710805391,0.5263157894736843,1.0,0.5263157894736843,1.0,0.3571428571428571,0.8714285714285714,0.5,3.6375861597263857,0.35714285714285715,8.214490673997015e-05,0.95
ctr for individual rights,fdn for individual rights and expression,0.7029360386716629,0.6682483763472569,0.676923076923077,0.88,0.7076923076923076,0.9130434782608695,0.55,0.7012318840579711,0.5,4.174387269895637,0.625,6.555700449524823e-05,0.6
alaska right to life,wisconsin right to life,0.5915537674331947,0.7091810282589306,0.6976744186046511,0.8235294117647058,0.6046511627906976,0.7878787878787878,0.6521739130434783,0.6896135265700484,0.6,3.7612001156935624,0.8695652173913043,3.3965961366673813e-05,0.050000000000000044
constitution party,constitutional natl comm,0.5726291521617739,0.0,0.7142857142857143,0.8387096774193549,0.7142857142857143,0.7142857142857143,0.5833333333333333,0.8783333333333333,0.3333333333333333,3.7376696182833684,0.75,0.00011120225938434885,0.4
district attorneys’ assn of georgia,wisconsin district attorneys assn,0.5267709365557641,0.6236272267584074,0.6764705882352942,0.8070175438596492,0.7647058823529411,0.7647058823529411,0.37142857142857144,0.6772871572871573,0.4,4.219507705176107,0.9428571428571428,0.00010670996557586144,0.09999999999999998
california family council,wisconsin family council,0.5649095868109664,0.6070829797375958,0.7755102040816326,0.826086956521739,0.5714285714285714,0.7755102040816326,0.6799999999999999,0.8111111111111112,0.6666666666666666,3.8918202981106265,0.96,0.00011160848120660858,0.09999999999999998
aclu of the district of columbia,american civil liberties union of washington,0.04741113982843539,0.08597646688089268,0.34210526315789463,0.40625,0.42105263157894735,0.410958904109589,0.2727272727272727,0.6167243083003953,0.375,4.330733340286331,0.7272727272727273,0.0001925196862096843,0.09999999999999998
arc of the united states,green party natl comm,0.0,0.0,0.3111111111111111,0.3589743589743589,0.3555555555555555,0.35555555555555557,0.20833333333333337,0.530952380952381,0.0,3.8066624897703196,0.875,2.038529152787237e-05,0.050000000000000044
keweenaw bay indian community,keweenaw bay indian community transitional home programs and services,0.6875718559510814,0.6737176765240267,0.5918367346938775,1.0,0.5918367346938775,1.0,0.42028985507246375,0.8840579710144928,0.4444444444444444,4.584967478670572,0.42028985507246375,3.999638717077709e-05,0.9
americans for immigrant justice,migrant rights initiative,0.2646151887000348,0.0,0.4642857142857143,0.6,0.4285714285714286,0.42857142857142855,0.32258064516129037,0.637252090800478,0.16666666666666666,4.02535169073515,0.8064516129032258,0.0005835453741086828,0.0
american fed of state county and municipal employees,american fed of state county and municipal employees afl-cio,0.8744621204935475,0.8092081417736849,0.9285714285714286,1.0,0.9285714285714286,1.0,0.8666666666666667,0.9733333333333334,1.0,4.718498871295094,0.8666666666666667,0.00013201968702315732,0.95
public lands council,public lands for the people,0.5416307620234145,0.6855797570226215,0.6382978723404256,0.8,0.5957446808510638,0.75,0.5555555555555556,0.861111111111111,0.4,3.8501476017100584,0.7407407407407407,0.0,0.7
brooklyn community fdn,brooklyn museum,0.6129235730661922,0.5710129435615457,0.5945945945945945,0.7857142857142857,0.5945945945945945,0.6956521739130435,0.5,0.8524242424242424,0.25,3.6109179126442243,0.6818181818181818,2.984410224139295e-05,0.050000000000000044
american hospital assn,illinois health and hospital assn,0.48990682811781167,0.5392433597504737,0.6181818181818182,0.8205128205128205,0.5818181818181818,0.7428571428571428,0.5151515151515151,0.6727804359383307,0.6666666666666666,4.007333185232471,0.6666666666666666,0.0009492666540162811,0.09999999999999998
assn of california cities-orange county,fair housing council of orange county,0.3490461119281364,0.5383089477342592,0.5789473684210527,0.6,0.42105263157894735,0.6052631578947368,0.46153846153846156,0.7377849313333185,0.4,4.330733340286331,0.9487179487179487,0.00018499881788612378,0.050000000000000044
california rental housing assn,rental housing assn of washington,0.5467712022581627,0.7617554804035436,0.6031746031746033,0.7755102040816326,0.6031746031746033,0.7755102040816326,0.2727272727272727,0.7035353535353536,0.5,4.143134726391533,0.9090909090909091,0.006257289596500761,0.050000000000000044
american heritage schools,chinese american heritage assn,0.6151367877424817,0.6065245230099338,0.7272727272727273,0.851063829787234,0.6181818181818182,0.8095238095238095,0.5,0.7498989898989898,0.5,4.007333185232471,0.8333333333333334,4.3859706134259194e-05,0.30000000000000004
arkansas prosecuting attorneys assn,assn of prosecuting attorneys,0.7478411687957721,0.7849113111141119,0.78125,0.8620689655172413,0.8125,0.9454545454545454,0.6857142857142857,0.844072249589491,0.6666666666666666,4.1588830833596715,0.8285714285714286,0.0,0.5
independence inst,independent women’s law ctr,0.5252328083724841,0.0,0.6363636363636364,0.7857142857142857,0.5909090909090908,0.5909090909090909,0.4814814814814815,0.8609150326797386,0.25,3.784189633918261,0.6296296296296297,0.00015744566753926817,0.09999999999999998
natl alliance for public charter schools,washington state charter schools assn,0.47181504950719166,0.6204705261461694,0.5454545454545454,0.6181818181818182,0.49350649350649356,0.5974025974025974,0.4,0.6534284284284284,0.42857142857142855,4.343805421853684,0.925,0.0001001246875070365,0.050000000000000044
advocates for human rights,southern ctr for human rights,0.5977801645478513,0.6059892032035911,0.7272727272727273,0.826086956521739,0.6909090909090909,0.7619047619047619,0.5862068965517242,0.7167430270878546,0.5,4.007333185232471,0.896551724137931,9.076901477943009e-05,0.09999999999999998
american farm bureau fed,colorado farm bureau,0.5466788488181346,0.6370235715777409,0.6363636363636364,0.717948717948718,0.5,0.7096774193548387,0.5,0.6361111111111111,0.5,3.784189633918261,0.8333333333333334,0.0007345448185848004,0.050000000000000044
assn of criminal defense lawyers of new jersey,georgia assn of criminal defense lawyers,0.7003405149178064,0.692895572686428,0.7441860465116279,0.8888888888888888,0.813953488372093,0.8888888888888888,0.5217391304347826,0.7367954911433173,0.625,4.454347296253507,0.8695652173913043,0.0002890653337853761,0.050000000000000044
ctr for justice and freedom,freedom and justice fdn,0.6119923204155792,0.7531145042810168,0.52,0.5853658536585367,0.84,0.9047619047619048,0.2962962962962963,0.7029126762154986,0.75,3.912023005428146,0.8518518518518519,0.0,0.19999999999999996
natl ctr on domestic and sexual violence,virginia sexual and domestic violence action alliance,0.5778524635484175,0.6296184787603865,0.5161290322580645,0.5974025974025974,0.6236559139784946,0.8235294117647058,0.37735849056603776,0.7497701983551041,0.5714285714285714,4.532599493153256,0.7547169811320755,7.836007694162657e-05,0.09999999999999998
aclu of massachusetts,children’s law ctr of massachusetts,0.6032952799729722,0.47337505059284,0.6785714285714286,0.8947368421052632,0.6785714285714286,0.8648648648648648,0.5428571428571429,0.6912698412698411,0.4,4.02535169073515,0.6,3.486277434092138e-05,0.09999999999999998
positive womens network-usa (pwn-usa),positive women’s network-usa,0.7162422913917937,0.7046834324889676,0.8307692307692307,0.9818181818181819,0.8307692307692307,0.8333333333333333,0.7027027027027026,0.9388030888030888,0.75,4.174387269895637,0.7567567567567568,0.00017556628374730356,0.95
american free enterprise chamber of commerce,chambers of commerce,0.5736411309566908,0.29508662294693355,0.59375,0.9743589743589743,0.59375,0.7096774193548387,0.40909090909090906,0.5545454545454546,0.4,4.1588830833596715,0.45454545454545453,6.791972940442695e-05,0.19999999999999996
alaska right to life,new jersey right to life,0.5593978371783499,0.6689815042686961,0.6818181818181819,0.8235294117647058,0.6818181818181819,0.7878787878787878,0.625,0.6361111111111111,0.5,3.784189633918261,0.8333333333333334,6.975026560789663e-05,0.09999999999999998
apa watch,judicial watch,0.4394686540505838,0.39098756469060847,0.6086956521739131,0.8235294117647058,0.6086956521739131,0.7142857142857143,0.5,0.6164021164021164,0.3333333333333333,3.1354942159291497,0.6428571428571429,0.00011926599462964421,0.050000000000000044
american trucking assn,wyoming mining assn,0.226675178601864,0.09372912076486192,0.5853658536585367,0.5945945945945945,0.4390243902439024,0.5853658536585367,0.4545454545454546,0.6701222753854332,0.25,3.713572066704308,0.8636363636363636,5.410783366238827e-05,0.050000000000000044
ctr for justice and freedom,minnesota freedom fund,0.3095249147139822,0.3537625417897563,0.4489795918367348,0.5945945945945945,0.4489795918367348,0.5306122448979592,0.18518518518518523,0.6978852856045838,0.2,3.8918202981106265,0.8148148148148148,0.0,0.09999999999999998
american intellectual property law assn,intellectual property owners assn,0.7071538293860863,0.7429783751011539,0.7777777777777779,0.8888888888888888,0.7777777777777779,0.8813559322033899,0.6153846153846154,0.7716369651853522,0.6,4.276666119016055,0.8461538461538461,0.00545620363159269,0.7
ctr for family and human rights,southern ctr for human rights,0.611940647953496,0.6765246016291901,0.6666666666666667,0.6363636363636364,0.6666666666666667,0.8163265306122449,0.4838709677419355,0.7167054302760643,0.6666666666666666,4.0943445622221,0.9354838709677419,3.465030249126683e-05,0.09999999999999998
d.c. assn of criminal defense lawyers,north dakota assn of criminal defense lawyers,0.6600535658890295,0.7669165173505373,0.8292682926829268,0.9428571428571427,0.8292682926829268,0.927536231884058,0.7555555555555555,0.7346287463934522,0.8333333333333334,4.406719247264253,0.8222222222222222,0.0,0.050000000000000044
georgia public interest research grp,u.s. public interest research grp education fund,0.6486240378917386,0.7490866417395168,0.6904761904761905,0.8405797101449275,0.7380952380952381,0.875,0.5416666666666667,0.685110513739546,0.5714285714285714,4.430816798843313,0.75,0.0005364228164453111,0.30000000000000004
latin american assn,latin american working grp,0.5767548104565992,0.6316891167510323,0.7111111111111111,0.8823529411764706,0.6666666666666667,0.8484848484848484,0.6153846153846154,0.891497975708502,0.5,3.8066624897703196,0.7307692307692307,0.00010085003609583,0.30000000000000004
catholic health assn,catholic health assn of texas,0.8180589955659874,0.7953660339257017,0.8163265306122449,1.0,0.8163265306122449,1.0,0.6896551724137931,0.9379310344827586,0.6,3.8918202981106265,0.6896551724137931,7.920407887002833e-05,0.15000000000000002
natl action network,service women’s action network,0.6134360970933013,0.6072284565828441,0.653061224489796,0.8823529411764706,0.5714285714285714,0.8484848484848484,0.5,0.6459795321637426,0.5,3.8918202981106265,0.6333333333333333,3.0381699776422666e-05,0.09999999999999998
diocese of jackson,roman catholic diocese of biloxi mississippi,0.23671260910806577,0.3061013160895966,0.3870967741935484,0.6666666666666667,0.3870967741935484,0.7142857142857143,0.2727272727272727,0.5841750841750842,0.2857142857142857,4.127134385045092,0.4090909090909091,0.0,0.050000000000000044
federal bar assn,federal circuit bar assn,0.5867263583109104,0.7238067834382207,0.8,0.72,0.8,1.0,0.6666666666666667,0.9083333333333333,0.75,3.6888794541139363,0.6666666666666666,0.00010880603931241089,0.09999999999999998
aclu of north carolina,north carolina community health ctr assn,0.4916295253947089,0.523424768739912,0.4516129032258065,0.7777777777777779,0.5483870967741935,0.7777777777777777,0.25,0.6677849927849927,0.6,4.127134385045092,0.55,4.105452812233405e-05,0.8
asian american legal defense and education fund,transgender legal defense and education fund,0.6920620849558458,0.7028074642379429,0.8351648351648352,0.8860759493670887,0.7032967032967032,0.8421052631578948,0.7659574468085106,0.7600844781695845,0.8333333333333334,4.51085950651685,0.9361702127659575,0.00011659884406899528,0.050000000000000044
fairfax county commission for women,fairfax county parents assn,0.6279274634500768,0.614046347513797,0.5806451612903225,0.7142857142857143,0.7096774193548387,0.7096774193548387,0.5142857142857142,0.8704954304954305,0.4,4.127134385045092,0.7714285714285715,8.77719601202771e-06,0.09999999999999998
bar assn of the district of columbia,florida assn of criminal defense lawyers,0.1268170121865314,0.14350468892691712,0.4473684210526315,0.5084745762711864,0.4736842105263158,0.5205479452054794,0.275,0.6368945868945869,0.5,4.330733340286331,0.9,9.550350059510723e-06,0.050000000000000044
american civil liberties union fdn of northern california,american civil liberties union of southern california,0.8464580903813635,0.7374571918414274,0.9272727272727272,0.8867924528301887,0.8727272727272728,0.9272727272727274,0.8947368421052632,0.9400276495901241,0.625,4.700480365792417,0.9298245614035088,0.0004620506683686792,0.09999999999999998
santa fe dreamers project,santa fe now,0.48789273220219126,0.6583055465520242,0.5405405405405406,0.8571428571428572,0.5405405405405406,0.8,0.4,0.8466666666666667,0.4,3.6109179126442243,0.48,9.456024847801038e-06,0.30000000000000004
family heritage alliance,heritage university,0.44993465076146455,0.6230338306055665,0.5116279069767442,0.6111111111111112,0.41860465116279066,0.6046511627906976,0.29166666666666663,0.5881129104813315,0.25,3.7612001156935624,0.7916666666666666,3.3110864631162016e-05,0.09999999999999998
womens liberation front,women’s liberation front,0.8775715154585934,0.7877183573886177,0.9787234042553191,0.9565217391304348,0.9787234042553191,0.9787234042553191,0.9583333333333334,0.9916666666666667,1.0,3.8501476017100584,0.9583333333333334,0.0003017210054036688,0.98
natl assn for public defense,natl assn for public defense and restoring justice,0.7083271313175873,0.6634529046525793,0.717948717948718,1.0,0.717948717948718,1.0,0.56,0.912,0.7142857142857143,4.356708826689592,0.56,0.0,0.85
